:START_ID,:END_ID,:TYPE
Decision|Spain_540,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_541,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_542,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_543,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_544,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_545,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_546,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_547,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_549,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_550,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_551,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_553,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_554,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_555,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_556,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_557,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_559,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_560,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_561,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_562,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_563,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_564,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_565,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_566,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_568,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_569,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_570,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_571,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_573,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_574,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_575,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_576,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_577,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_578,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_580,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_581,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_582,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_583,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_584,Authority|SPANISH_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_585,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_586,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_587,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_588,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_589,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_590,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_591,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_592,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_593,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_594,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_595,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_596,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_598,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_599,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_600,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_602,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_603,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_604,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_605,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_606,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_607,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_608,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_609,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_610,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_611,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_612,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_613,Authority|SPANISH_AGENCY_FOR_DATA_PROTECTION,ISSUED_BY
Decision|Spain_614,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_615,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_616,Authority|SPANISH_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_617,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_618,Authority|AUTORITAT_CATALANA_DE_PROTECCI_DE_DADES,ISSUED_BY
Decision|Spain_619,Authority|CATALAN_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_620,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_621,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_624,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_625,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_626,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_627,Authority|CATALAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Spain_628,Authority|COUNCIL_FOR_TRANSPARENCY_AND_PROTECTION_OF_DATA_OF_ANDALUSIA,ISSUED_BY
Decision|Spain_629,Authority|TRANSPARENCY_AND_DATA_PROTECTION_COUNCIL_OF_ANDALUSIA,ISSUED_BY
Decision|Spain_630,Authority|BASQUE_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Spain_631,Authority|BASQUE_DATA_PROTECTION_AGENCY,ISSUED_BY
Decision|Slovenia_1,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_3,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_4,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_5,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_6,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_7,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_8,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_9,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_10,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_11,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_12,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_13,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_14,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_15,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_16,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_17,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_18,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_19,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_20,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_21,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_22,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_23,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_24,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_25,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_26,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_27,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_28,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_29,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_30,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_31,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_32,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_33,Authority|INFORMATION_COMMISSIONER_OF_THE_REPUBLIC_OF_SLOVENIA,ISSUED_BY
Decision|Slovenia_34,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_35,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_36,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_37,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_38,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_39,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_40,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_41,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_42,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_43,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_44,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_45,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_46,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_47,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_48,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_50,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_51,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_52,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_53,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_54,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_55,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_56,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_57,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_58,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_59,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_60,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_61,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_62,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_63,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_64,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_65,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_66,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_68,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_69,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_72,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_73,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_74,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_75,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_77,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovenia_78,Authority|INFORMATION_COMMISSIONER,ISSUED_BY
Decision|Slovakia_1,Authority|OFFICE_FOR_THE_PROTECTION_OF_PERSONAL_DATA_OF_THE_SLOVAK_REPUBLIC,ISSUED_BY
Decision|Romania_1,Authority|NATIONAL_SUPERVISORY_AUTHORITY,ISSUED_BY
Decision|Romania_2,Authority|NATIONAL_SUPERVISORY_AUTHORITY_FOR_THE_PROCESSING_OF_PERSONAL_DATA,ISSUED_BY
Decision|Romania_3,Authority|NATIONAL_SUPERVISORY_AUTHORITY_FOR_THE_PROCESSING_OF_PERSONAL_DATA,ISSUED_BY
Decision|Romania_4,Authority|NATIONAL_SUPERVISORY_AUTHORITY,ISSUED_BY
Decision|Romania_5,Authority|NATIONAL_SUPERVISORY_AUTHORITY,ISSUED_BY
Decision|Romania_6,Authority|NATIONAL_SUPERVISORY_AUTHORITY,ISSUED_BY
Decision|Romania_8,Authority|AUTORITATEA_NA_IONAL_DE_SUPRAVEGHERE_A_PRELUCR_RII_DATELOR_CU_CARACTER_PERSONAL,ISSUED_BY
Decision|Romania_9,Authority|NATIONAL_SUPERVISORY_AUTHORITY,ISSUED_BY
Decision|Italy_310,Authority|GUARANTOR_FOR_THE_PROTECTION_OF_PERSONAL_DATA,ISSUED_BY
Decision|Italy_311,Authority|ITALIAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Italy_312,Authority|ITALIAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Italy_313,Authority|ITALIAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Italy_314,Authority|ITALIAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Italy_315,Authority|ITALIAN_DATA_PROTECTION_AUTHORITY,ISSUED_BY
Decision|Italy_316,Authority|THE_GUARANTOR_FOR_THE_PROTECTION_OF_PERSONAL_DATA,ISSUED_BY
Decision|Ireland_1,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_6,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_7,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_8,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_9,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_10,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_13,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_14,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_16,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_17,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_19,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_24,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_29,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_30,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
Decision|Ireland_32,Authority|DATA_PROTECTION_COMMISSION,ISSUED_BY
