:START_ID,:END_ID,:TYPE,article_reference,article_reference_detail,article_detail_tokens,position
Decision|Spain_500,Article|GDPR_7,BREACHES,7,,,1
Decision|Spain_500,Article|GDPR_22,BREACHES,22,,,2
Decision|Spain_502,Article|GDPR_7,BREACHES,7,,,1
Decision|Spain_502,Article|GDPR_13,BREACHES,13,,,2
Decision|Spain_503,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_504,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_504,Article|GDPR_33,BREACHES,33,,,2
Decision|Spain_504,Article|GDPR_34,BREACHES,34,,,3
Decision|Spain_505,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_506,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_507,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_507,Article|GDPR_13,BREACHES,13,,,2
Decision|Spain_508,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_509,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_510,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_511,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_513,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_514,Article|GDPR_58,BREACHES,58,,,1
Decision|Spain_515,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_517,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_518,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_519,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_520,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_522,Article|GDPR_37,BREACHES,37,,,1
Decision|Spain_523,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_523,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_526,Article|GDPR_13,BREACHES,13,,,1
Decision|Spain_527,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_529,Article|GDPR_30,BREACHES,30,,,1
Decision|Spain_530,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_533,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_534,Article|GDPR_58,BREACHES,58,,,1
Decision|Spain_535,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_536,Article|GDPR_58,BREACHES,58,,,1
Decision|Spain_539,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_540,Article|GDPR_12,BREACHES,12,,,1
Decision|Spain_541,Article|GDPR_13,BREACHES,13,,,1
Decision|Spain_542,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_542,Article|GDPR_17,BREACHES,17,,,2
Decision|Spain_542,Article|GDPR_32,BREACHES,32,,,3
Decision|Spain_543,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_544,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_545,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_546,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_547,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_549,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_549,Article|GDPR_6,BREACHES,6,,,2
Decision|Spain_550,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_551,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_554,Article|GDPR_21,BREACHES,21,,,1
Decision|Spain_555,Article|GDPR_21,BREACHES,21,,,1
Decision|Spain_556,Article|GDPR_13,BREACHES,13,,,1
Decision|Spain_557,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_557,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_559,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_559,Article|GDPR_12,BREACHES,12,,,2
Decision|Spain_560,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_560,Article|GDPR_13,BREACHES,13,,,2
Decision|Spain_560,Article|GDPR_32,BREACHES,32,,,3
Decision|Spain_561,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_561,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_562,Article|GDPR_13,BREACHES,13,,,1
Decision|Spain_562,Article|GDPR_22,BREACHES,22.2,.2,2,2
Decision|Spain_563,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_564,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_564,Article|GDPR_13,BREACHES,13,,,2
Decision|Spain_565,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_566,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_566,Article|GDPR_13,BREACHES,13,,,2
Decision|Spain_568,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_569,Article|GDPR_21,BREACHES,21,,,1
Decision|Spain_570,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_571,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_573,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_573,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_574,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_574,Article|GDPR_13,BREACHES,13,,,2
Decision|Spain_575,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_575,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_576,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_577,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_580,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_580,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_581,Article|GDPR_13,BREACHES,13,,,1
Decision|Spain_582,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_583,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_585,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_585,Article|GDPR_32,BREACHES,32,,,2
Decision|Spain_588,Article|GDPR_21,BREACHES,21,,,1
Decision|Spain_589,Article|GDPR_17,BREACHES,17,,,1
Decision|Spain_592,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_594,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_596,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_596,Article|GDPR_17,BREACHES,17,,,2
Decision|Spain_599,Article|GDPR_17,BREACHES,17,,,1
Decision|Spain_599,Article|GDPR_12,BREACHES,12,,,2
Decision|Spain_600,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_602,Article|GDPR_17,BREACHES,17,,,1
Decision|Spain_605,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_607,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_609,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_609,Article|GDPR_12,BREACHES,12,,,2
Decision|Spain_611,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_612,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_613,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_614,Article|GDPR_15,BREACHES,15,,,1
Decision|Spain_616,Article|GDPR_7,BREACHES,7,,,1
Decision|Spain_618,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_618,Article|GDPR_6,BREACHES,6,,,2
Decision|Spain_618,Article|GDPR_9,BREACHES,9,,,3
Decision|Spain_618,Article|GDPR_13,BREACHES,13,,,4
Decision|Spain_620,Article|GDPR_13,BREACHES,13,,,1
Decision|Spain_620,Article|GDPR_25,BREACHES,25,,,2
Decision|Spain_621,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_621,Article|GDPR_35,BREACHES,35,,,2
Decision|Spain_624,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_624,Article|GDPR_9,BREACHES,9,,,2
Decision|Spain_624,Article|GDPR_13,BREACHES,13,,,3
Decision|Spain_624,Article|GDPR_28,BREACHES,28,,,4
Decision|Spain_625,Article|GDPR_32,BREACHES,32,,,1
Decision|Spain_626,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_627,Article|GDPR_5,BREACHES,5,,,1
Decision|Spain_628,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_629,Article|GDPR_6,BREACHES,6,,,1
Decision|Spain_629,Article|GDPR_13,BREACHES,13,,,2
Decision|Slovenia_1,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_1,Article|GDPR_13,BREACHES,13,,,2
Decision|Slovenia_3,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_3,Article|GDPR_32,BREACHES,32,,,2
Decision|Slovenia_43,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_50,Article|GDPR_13,BREACHES,13,,,1
Decision|Slovenia_51,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_53,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_53,Article|GDPR_6,BREACHES,6,,,2
Decision|Slovenia_54,Article|GDPR_12,BREACHES,12,,,1
Decision|Slovenia_54,Article|GDPR_17,BREACHES,17,,,2
Decision|Slovenia_55,Article|GDPR_12,BREACHES,12,,,1
Decision|Slovenia_55,Article|GDPR_15,BREACHES,15,,,2
Decision|Slovenia_58,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_58,Article|GDPR_6,BREACHES,6,,,2
Decision|Slovenia_60,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_60,Article|GDPR_6,BREACHES,6,,,2
Decision|Slovenia_61,Article|GDPR_8,BREACHES,8,,,1
Decision|Slovenia_62,Article|GDPR_32,BREACHES,32,,,1
Decision|Slovenia_63,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_63,Article|GDPR_32,BREACHES,32,,,2
Decision|Slovenia_64,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_64,Article|GDPR_6,BREACHES,6,,,2
Decision|Slovenia_65,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_65,Article|GDPR_9,BREACHES,9,,,2
Decision|Slovenia_66,Article|GDPR_5,BREACHES,5,,,1
Decision|Slovenia_66,Article|GDPR_12,BREACHES,12,,,2
Decision|Slovenia_66,Article|GDPR_13,BREACHES,13,,,3
Decision|Slovenia_69,Article|GDPR_12,BREACHES,12,,,1
Decision|Slovenia_69,Article|GDPR_15,BREACHES,15,,,2
Decision|Slovenia_72,Article|GDPR_15,BREACHES,15,,,1
Decision|Slovenia_72,Article|GDPR_12,BREACHES,12,,,2
Decision|Slovenia_73,Article|GDPR_15,BREACHES,15,,,1
Decision|Slovenia_77,Article|GDPR_17,BREACHES,17,,,1
Decision|Slovenia_78,Article|GDPR_15,BREACHES,15,,,1
Decision|Romania_1,Article|GDPR_6,BREACHES,6,,,1
Decision|Romania_2,Article|GDPR_12,BREACHES,12,,,1
Decision|Romania_2,Article|GDPR_15,BREACHES,15,,,2
Decision|Romania_3,Article|GDPR_32,BREACHES,32,,,1
Decision|Romania_3,Article|GDPR_33,BREACHES,33,,,2
Decision|Romania_4,Article|GDPR_32,BREACHES,32,,,1
Decision|Romania_5,Article|GDPR_5,BREACHES,5,,,1
Decision|Romania_5,Article|GDPR_32,BREACHES,32,,,2
Decision|Romania_6,Article|GDPR_32,BREACHES,32,,,1
Decision|Romania_8,Article|GDPR_5,BREACHES,5,,,1
Decision|Romania_8,Article|GDPR_6,BREACHES,6,,,2
Decision|Romania_8,Article|GDPR_32,BREACHES,32,,,3
Decision|Romania_8,Article|GDPR_33,BREACHES,33,,,4
Decision|Romania_9,Article|GDPR_32,BREACHES,32,,,1
Decision|Italy_310,Article|GDPR_4,BREACHES,4,,,1
Decision|Italy_310,Article|GDPR_5,BREACHES,5,,,2
Decision|Italy_310,Article|GDPR_7,BREACHES,7,,,3
Decision|Italy_310,Article|GDPR_12,BREACHES,12,,,4
Decision|Italy_310,Article|GDPR_13,BREACHES,13,,,5
Decision|Italy_310,Article|GDPR_24,BREACHES,24,,,6
Decision|Italy_310,Article|GDPR_25,BREACHES,25,,,7
Decision|Italy_311,Article|GDPR_5,BREACHES,5,,,1
Decision|Italy_311,Article|GDPR_6,BREACHES,6,,,2
Decision|Italy_311,Article|GDPR_7,BREACHES,7,,,3
Decision|Italy_311,Article|GDPR_12,BREACHES,12,,,4
Decision|Italy_311,Article|GDPR_15,BREACHES,15,,,5
Decision|Italy_311,Article|GDPR_24,BREACHES,24,,,6
Decision|Italy_311,Article|GDPR_28,BREACHES,28,,,7
Decision|Italy_311,Article|GDPR_31,BREACHES,31,,,8
Decision|Italy_311,Article|GDPR_58,BREACHES,58,,,9
Decision|Italy_311,Article|GDPR_130,BREACHES,130,,,10
Decision|Italy_313,Article|GDPR_5,BREACHES,5,,,1
Decision|Italy_313,Article|GDPR_13,BREACHES,13,,,2
Decision|Italy_314,Article|GDPR_5,BREACHES,5,,,1
Decision|Italy_314,Article|GDPR_6,BREACHES,6,,,2
Decision|Italy_314,Article|GDPR_10,BREACHES,10,,,3
Decision|Italy_314,Article|GDPR_12,BREACHES,12,,,4
Decision|Italy_315,Article|GDPR_5,BREACHES,5,,,1
Decision|Italy_315,Article|GDPR_33,BREACHES,33,,,2
Decision|Italy_316,Article|GDPR_5,BREACHES,5,,,1
Decision|Italy_316,Article|GDPR_12,BREACHES,12,,,2
Decision|Italy_316,Article|GDPR_25,BREACHES,25,,,3
Decision|Italy_316,Article|GDPR_28,BREACHES,28,,,4
Decision|Italy_316,Article|GDPR_30,BREACHES,30,,,5
Decision|Italy_316,Article|GDPR_32,BREACHES,32,,,6
Decision|Italy_316,Article|GDPR_33,BREACHES,33,,,7
Decision|Italy_316,Article|GDPR_34,BREACHES,34,,,8
Decision|Italy_316,Article|GDPR_35,BREACHES,35,,,9
Decision|Ireland_1,Article|GDPR_12,BREACHES,12,,,1
Decision|Ireland_1,Article|GDPR_15,BREACHES,15,,,2
Decision|Ireland_6,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_6,Article|GDPR_32,BREACHES,32,,,2
Decision|Ireland_6,Article|GDPR_33,BREACHES,33,,,3
Decision|Ireland_7,Article|GDPR_32,BREACHES,32,,,1
Decision|Ireland_7,Article|GDPR_33,BREACHES,33,,,2
Decision|Ireland_10,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_10,Article|GDPR_6,BREACHES,6,,,2
Decision|Ireland_10,Article|GDPR_24,BREACHES,24,,,3
Decision|Ireland_13,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_13,Article|GDPR_32,BREACHES,32,,,2
Decision|Ireland_13,Article|GDPR_33,BREACHES,33,,,3
Decision|Ireland_13,Article|GDPR_34,BREACHES,34,,,4
Decision|Ireland_14,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_14,Article|GDPR_6,BREACHES,6,,,2
Decision|Ireland_14,Article|GDPR_9,BREACHES,9,,,3
Decision|Ireland_14,Article|GDPR_13,BREACHES,13,,,4
Decision|Ireland_14,Article|GDPR_35,BREACHES,35,,,5
Decision|Ireland_17,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_17,Article|GDPR_32,BREACHES,32,,,2
Decision|Ireland_19,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_19,Article|GDPR_6,BREACHES,6,,,2
Decision|Ireland_19,Article|GDPR_12,BREACHES,12,,,3
Decision|Ireland_19,Article|GDPR_15,BREACHES,15,,,4
Decision|Ireland_19,Article|GDPR_17,BREACHES,17,,,5
Decision|Ireland_24,Article|GDPR_32,BREACHES,32,,,1
Decision|Ireland_29,Article|GDPR_12,BREACHES,12,,,1
Decision|Ireland_29,Article|GDPR_15,BREACHES,15,,,2
Decision|Ireland_30,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_34,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_34,Article|GDPR_6,BREACHES,6,,,2
Decision|Ireland_35,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_35,Article|GDPR_6,BREACHES,6,,,2
Decision|Ireland_38,Article|GDPR_25,BREACHES,25,,,1
Decision|Ireland_38,Article|GDPR_33,BREACHES,33,,,2
Decision|Ireland_42,Article|GDPR_5,BREACHES,5,,,1
Decision|Ireland_42,Article|GDPR_24,BREACHES,24,,,2
Decision|Ireland_44,Article|GDPR_13,BREACHES,13,,,1
Decision|Ireland_44,Article|GDPR_46,BREACHES,46,,,2
Decision|Iceland_1,Article|GDPR_9,BREACHES,9,,,1
Decision|Iceland_3,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_3,Article|GDPR_32,BREACHES,32,,,2
Decision|Iceland_4,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_4,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_5,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_5,Article|GDPR_24,BREACHES,24,,,2
Decision|Iceland_5,Article|GDPR_25,BREACHES,25,,,3
Decision|Iceland_5,Article|GDPR_32,BREACHES,32,,,4
Decision|Iceland_7,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_7,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_9,Article|GDPR_6,BREACHES,6,,,1
Decision|Iceland_10,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_10,Article|GDPR_13,BREACHES,13,,,2
Decision|Iceland_11,Article|GDPR_32,BREACHES,32,,,1
Decision|Iceland_12,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_12,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_16,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_16,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_17,Article|GDPR_9,BREACHES,9,,,1
Decision|Iceland_22,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_22,Article|GDPR_24,BREACHES,24,,,2
Decision|Iceland_22,Article|GDPR_25,BREACHES,25,,,3
Decision|Iceland_22,Article|GDPR_32,BREACHES,32,,,4
Decision|Iceland_24,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_24,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_25,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_30,Article|GDPR_6,BREACHES,6,,,1
Decision|Iceland_30,Article|GDPR_9,BREACHES,9,,,2
Decision|Iceland_34,Article|GDPR_32,BREACHES,32,,,1
Decision|Iceland_38,Article|GDPR_21,BREACHES,21,,,1
Decision|Iceland_41,Article|GDPR_29,BREACHES,29,,,1
Decision|Iceland_41,Article|GDPR_35,BREACHES,35,,,2
Decision|Iceland_42,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_42,Article|GDPR_32,BREACHES,32,,,2
Decision|Iceland_43,Article|GDPR_6,BREACHES,6,,,1
Decision|Iceland_45,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_45,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_45,Article|GDPR_13,BREACHES,13,,,3
Decision|Iceland_47,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_47,Article|GDPR_8,BREACHES,8,,,2
Decision|Iceland_47,Article|GDPR_9,BREACHES,9,,,3
Decision|Iceland_48,Article|GDPR_12,BREACHES,12,,,1
Decision|Iceland_48,Article|GDPR_15,BREACHES,15,,,2
Decision|Iceland_49,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_49,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_49,Article|GDPR_9,BREACHES,9,,,3
Decision|Iceland_49,Article|GDPR_32,BREACHES,32,,,4
Decision|Iceland_50,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_53,Article|GDPR_38,BREACHES,38,,,1
Decision|Iceland_55,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_55,Article|GDPR_13,BREACHES,13,,,2
Decision|Iceland_57,Article|GDPR_6,BREACHES,6,,,1
Decision|Iceland_59,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_59,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_60,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_63,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_63,Article|GDPR_32,BREACHES,32,,,2
Decision|Iceland_65,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_65,Article|GDPR_35,BREACHES,35,,,2
Decision|Iceland_66,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_66,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_66,Article|GDPR_9,BREACHES,9,,,3
Decision|Iceland_66,Article|GDPR_32,BREACHES,32,,,4
Decision|Iceland_71,Article|GDPR_15,BREACHES,15,,,1
Decision|Iceland_71,Article|GDPR_12,BREACHES,12,,,2
Decision|Iceland_72,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_72,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_75,Article|GDPR_32,BREACHES,32,,,1
Decision|Iceland_75,Article|GDPR_33,BREACHES,33,,,2
Decision|Iceland_77,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_78,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_78,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_78,Article|GDPR_9,BREACHES,9,,,3
Decision|Iceland_81,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_81,Article|GDPR_25,BREACHES,25,,,2
Decision|Iceland_81,Article|GDPR_32,BREACHES,32,,,3
Decision|Iceland_82,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_82,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_84,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_84,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_84,Article|GDPR_12,BREACHES,12,,,3
Decision|Iceland_84,Article|GDPR_13,BREACHES,13,,,4
Decision|Iceland_89,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_89,Article|GDPR_6,BREACHES,6,,,2
Decision|Iceland_90,Article|GDPR_15,BREACHES,15,,,1
Decision|Iceland_92,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_92,Article|GDPR_12,BREACHES,12,,,2
Decision|Iceland_92,Article|GDPR_13,BREACHES,13,,,3
Decision|Iceland_94,Article|GDPR_5,BREACHES,5,,,1
Decision|Iceland_95,Article|GDPR_5,BREACHES,5,,,1
