id,a1_country_code,a2_authority_name,a3_appellate_decision,a4_decision_year,a5_decision_month,a6_num_defendants,a7_defendant_name,a8_defendant_class,a9_enterprise_size,a10_gov_level,a11_defendant_role,a12_sector,a13_sector_other,a14_processing_contexts,a15_data_subject_complaint,a16_media_attention,a17_official_audit,a18_art33_discussed,a19_art33_breached,a20_breach_notification_effect,a21_art5_lawfulness_fairness,a22_art5_purpose_limitation,a23_art5_data_minimization,a24_art5_accuracy,a25_art5_storage_limitation,a26_art5_integrity_confidentiality,a27_art5_accountability,a28_art9_discussed,a29_vulnerable_groups,a30_art6_consent,a31_art6_contract,a32_art6_legal_obligation,a33_art6_vital_interests,a34_art6_public_task,a35_art6_legitimate_interest,a36_legal_basis_summary,a37_right_access_violated,a38_right_rectification_violated,a39_right_erasure_violated,a40_right_restriction_violated,a41_right_portability_violated,a42_right_object_violated,a43_transparency_violated,a44_automated_decisions_violated,a45_warning_issued,a46_reprimand_issued,a47_comply_data_subject_order,a48_compliance_order,a49_breach_communication_order,a50_erasure_restriction_order,a51_certification_withdrawal,a52_data_flow_suspension,a53_fine_imposed,a54_fine_amount,a55_fine_currency,a56_turnover_discussed,a57_turnover_amount,a58_turnover_currency,a59_nature_gravity_duration,a60_intentional_negligent,a61_mitigate_damage_actions,a62_technical_org_measures,a63_previous_infringements,a64_cooperation_authority,a65_data_categories_affected,a66_infringement_became_known,a67_prior_orders_compliance,a68_codes_certification,a69_other_factors,a70_systematic_art83_discussion,a71_first_violation,a72_cross_border_oss,a73_oss_role,a74_guidelines_referenced,a75_case_summary,a76_art83_weighing_summary,a77_articles_breached
Romania_2,RO,National Supervisory Authority for the Processing of Personal Data,NO,2023,7,1,Med Life SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,CCTV,YES,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,9839,RON,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Romanian DPA investigated Med Life SA following a complaint about denied access to CCTV footage. The DPA found violations of Articles 12(4) and 15(3) GDPR for failing to provide requested video recordings and omitting information about complaint rights. A fine of 9,839.6 lei was imposed and the company was ordered to comply with the data subject's access request.",NOT_DISCUSSED,12;15
Romania_3,RO,National Supervisory Authority for the Processing of Personal Data,NO,2023,10,1,OTP BANK ROMANIA SA,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,YES,NO,NO,NO,NO,YES,14889,RON,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"OTP Bank Romania SA was penalized for GDPR violations following a complaint-based investigation. The bank failed to implement sufficient security measures under Article 32, resulting in a security incident where personal data was sent to the wrong recipient via email. The bank also violated Article 33 by failing to notify the supervisory authority of the security incident. The DPA imposed a €3,000 fine for Article 32 violation and a warning for Article 33 violation, along with corrective measures ordering improved security protocols and incident response procedures.",NOT_DISCUSSED,32;33
Romania_4,RO,National Supervisory Authority,NO,2023,1,1,Water Canal Ilfov SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,14757,RON,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Water Canal Ilfov SA was fined for GDPR security violations after a data breach notification. The breach occurred when email addresses were mistakenly placed in the ""To"" field instead of ""BCC"" when sending messages to users, resulting in unauthorized disclosure of personal data. The DPA found the operator failed to implement adequate technical and organizational measures to ensure security corresponding to processing risk. The breach affected a significant number of individuals.",The DPA found the nature/gravity of the infringement aggravating due to the security failure. The manner the infringement became known (through self-reporting) was mitigating. The lack of adequate technical/organizational measures was aggravating. Cooperation with the authority was mitigating.,32
Romania_5,RO,National Supervisory Authority,NO,2021,2,1,natural person,INDIVIDUAL,NOT_APPLICABLE,NOT_APPLICABLE,CONTROLLER,OTHER,political;elections,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,2437,RON,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Individual political party official disclosed personal data of 10 supporters on social media including names,signatures,nationality,dates of birth,addresses,ID numbers,and political choices;Romanian DPA found violation of Article 32 security obligations and Article 5(1)(f) integrity/confidentiality principle;Fine of RON 2,437 imposed with corrective order to delete data.",NOT_DISCUSSED,5;32
Romania_6,RO,National Supervisory Authority,NO,2023,2,2,Finopro IFN SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,NO,NO,NO,NO,NO,YES,11023,RON,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,MITIGATING,AGGRAVATING,NOT_DISCUSSED,MITIGATING,AGGRAVATING,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"Romanian DPA sanctioned two financial operators for GDPR violations following ransomware attacks. Investigations revealed inadequate security measures under Article 32(1)(b)(c) and (2), leading to unauthorized access and loss of data integrity/availability. Fines were imposed considering remedial measures taken and Article 83 criteria.","DPA considered nature/gravity/duration as aggravating, data categories as aggravating, but cooperation and mitigation actions as mitigating factors in sanction determination.",32
Romania_8,RO,Autoritatea Națională de Supraveghere a Prelucrării Datelor cu Caracter Personal,NO,2023,12,1,SC RCS & RDS SA,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,MARKETING,YES,NOT_DISCUSSED,YES,YES,YES,AGGRAVATING,BREACHED,BREACHED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,BREACHED,NO,NOT_DISCUSSED,INVALID,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,INVALID,The controller claimed legitimate interest for marketing; DPA found no valid legitimate interest as controller failed to demonstrate balancing test; consent was invalid as not freely given due to contractual dependency.,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,YES,NO,YES,NO,NO,NO,NO,YES,3000000,RON,YES,4000000000,RON,AGGRAVATING,AGGRAVATING,MITIGATING,AGGRAVATING,AGGRAVATING,MITIGATING,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,YES,NO_REPEAT_OFFENDER,NO,NOT_APPLICABLE,Guidelines 2/2019 on Article 6(1)(f); Guidelines 05/2020 on consent,"ANSPDCP fined RCS & RDS €600,000 for GDPR violations in marketing communications; Controller sent unsolicited marketing without valid consent or legitimate interest; Violations included lack of transparency, invalid legal basis, and inadequate security measures; DPA found systematic failures in compliance with Articles 5, 6, 32, and 33.","DPA systematically applied Article 83(2) factors; Aggravating factors included nature/gravity of infringement, intentional character, inadequate security measures, and previous infringements; Mitigating factors included cooperation with authority and measures to mitigate damage; The fine was calculated based on turnover and seriousness of violations.",5;6;32;33
Romania_9,RO,National Supervisory Authority,NO,2023,1,1,BRISTOL LOGISTICS SA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,OTHER,logistics;transportation,NOT_DISCUSSED,NO,NOT_DISCUSSED,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NO,EMPLOYEES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,YES,NO,NO,NO,NO,YES,9828,RON,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,BRISTOL LOGISTICS SA was fined for GDPR violations after a security breach involving theft of personnel files containing employee data. The company failed to implement adequate technical and organizational measures to ensure security corresponding to processing risks. The DPA ordered corrective measures including reviewing security procedures and conducting data protection training.,NOT_DISCUSSED,32
Italy_310,IT,Guarantor for the Protection of Personal Data,NO,2025,4,1,XX S.r.l.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,DIGITAL_SERVICES,NOT_APPLICABLE,COOKIES,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,BREACHED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NO,NOT_DISCUSSED,INVALID,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,"The controller claimed consent through cookie banners but the DPA found the consent invalid due to generic information and non-functional policy links that prevented informed, specific and granular consent.",NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,YES,NO,NO,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,YES,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,NO,NOT_DISCUSSED,NO,NOT_APPLICABLE,Guidelines on cookies and other tracking tools of 10 June 2021,Italian DPA found cookie consent violations on XX S.r.l.'s website including non-functional privacy policy links and generic banner information that invalidated consent. The company remedied violations during proceedings by updating information and reconfiguring banners. The DPA issued only a warning due to remedial efforts and specific investigation nature.,"The DPA considered the controller's remedial efforts as mitigating factors, noting appreciable effort to remedy violations. No other Article 83(2) factors were systematically discussed. The specific nature of the investigation led to disregarding financial sanctions.",4;5;7;12;13;24;25
Italy_311,IT,Italian Data Protection Authority,NO,2025,4,1,Energia Verde S.p.A.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,UTILITIES,NOT_APPLICABLE,MARKETING;PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,INVALID,The controller claimed legitimate interest for telemarketing; the DPA found this invalid as marketing requires consent under Italian law (Article 130 of the Code); the DPA stated legitimate interest conditions were not documented or properly assessed.,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,100000,EUR,YES,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,AGGRAVATING,MITIGATING,AGGRAVATING,NOT_DISCUSSED,AGGRAVATING,AGGRAVATING,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,EDPB Guidelines 07/2020 on the concepts of data controller and data processor under the GDPR;Guidelines 1/2024 on processing of personal data based on Article 6(1)(f),"Energia Verde was found to have unlawfully processed personal data for telemarketing via third parties without proper controller-processor agreements. Violations included non-cooperation with the DPA, lack of legal basis for marketing calls (invalid legitimate interest claim), inadequate responses to data subject rights requests, and insufficient transparency. The DPA imposed corrective measures and a €100,000 fine.","The DPA discussed Article 83(2) factors systematically. Aggravating factors included nature/gravity of violations, negligence, lack of cooperation, and categories of data affected. Mitigating factors included corrective measures implemented during proceedings. The fine was set at 0.5% of the maximum.",5;6;7;12;15;24;28;31;58;130
Italy_312,IT,Italian Data Protection Authority,NO,2025,4,1,MF Service S.r.l.,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,MEDIA,NOT_APPLICABLE,JOURNALISM,YES,NOT_DISCUSSED,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NO,NO,NO,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_APPLICABLE,NOT_APPLICABLE,"The Italian DPA dismissed a complaint against MF Service S.r.l., publisher of Milano Finanza newspaper, regarding an article about a public official involved in mask procurement investigation. The DPA found the controller had properly updated the article to reflect revocation of house arrest measures and maintained the article's public interest value since criminal proceedings were ongoing. The Authority determined no GDPR violations occurred as the article contained no factual inaccuracies and the right to rectification under Article 16 was not applicable.",NOT_DISCUSSED,NONE_VIOLATED
Italy_313,IT,Italian Data Protection Authority,NO,2025,5,1,Menarini Silicon Biosystems SpA,PRIVATE,UNKNOWN,NOT_APPLICABLE,CONTROLLER,HEALTH,NOT_APPLICABLE,ARTIFICIAL_INTELLIGENCE,NOT_DISCUSSED,NOT_DISCUSSED,YES,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,BREACHED,YES,PATIENTS,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,The controller claimed processing for scientific research purposes. The DPA found the purpose definition lawful but transparency inadequate regarding specific pathology and retention periods.,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,NO,YES,NO,NO,NO,NO,YES,21000,EUR,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,MITIGATING,MITIGATING,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,YES,YES_FIRST_TIME,NO,NOT_APPLICABLE,Guidelines 5/2020 on consent under Regulation (EU) 2016/679;Opinion 03/2013 on purpose limitation;Guidelines on transparency pursuant to Regulation 2016/679;Opinion 28/2024 on certain data protection aspects related to the processing of personal data in the context of AI models,"The Italian DPA found violations in Menarini Silicon Biosystems' processing of health data for AI tool development. The company processed pseudonymized health data from cancer patients to train its CellFind algorithm for multiple myeloma detection. The DPA confirmed breaches of transparency, storage limitation, and accountability principles, but dismissed the purpose limitation challenge after company clarifications.","The DPA systematically applied Article 83(2) factors. Aggravating factors included the nature of health data and processing context. Mitigating factors included lack of intent, cooperation with authorities, absence of material harm from storage violations, and innovative technology context. The fine was reduced to €21,000 considering these factors.",5;13
Italy_314,IT,Italian Data Protection Authority,NO,2025,6,1,Municipality of Agliana,PUBLIC,NOT_APPLICABLE,MUNICIPAL,CONTROLLER,OTHER_PUBLIC_ADMIN,NOT_APPLICABLE,NOT_DISCUSSED,YES,YES,NO,NO,NOT_APPLICABLE,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,EMPLOYEES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,"Municipality claimed public interest/transparency justification; DPA found no valid legal basis under Articles 6 and 10; disclosure violated principles of lawfulness, fairness and transparency",NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NO,NO,YES,YES,NO,NO,NO,NO,NO,NOT_APPLICABLE,NOT_APPLICABLE,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NO,NOT_APPLICABLE,Guidelines 1/2022 on data subject rights - Right of access;Opinion 05/2014 on anonymization techniques,"Municipality published City Council resolution containing identifiable personal data of employees including criminal information in Transparent Administration section; DPA found violation of Articles 5(1)(a), 6, 10, 12(3-4) GDPR; Municipality failed to respond to data subject rights request; Ordered to cease dissemination and respond to request",NOT_DISCUSSED,5;6;10;12
Italy_315,IT,Italian Data Protection Authority,NO,2025,7,1,Poste Vita S.p.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,FINANCIAL,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,YES,NOT_DISCUSSED,NOT_DISCUSSED,YES,YES,AGGRAVATING,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NO,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,80000,EUR,YES,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,MITIGATING,MITIGATING,AGGRAVATING,MITIGATING,MITIGATING,NEUTRAL,NEUTRAL,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,YES,YES_FIRST_TIME,NO,NOT_APPLICABLE,Guidelines 9/2022 on the Notification of Personal Data Breach under the GDPR,Poste Vita S.p.A. disclosed personal data relating to life insurance policies to an unauthorized third party who impersonated the data subject via email requests containing forged signatures and detailed policy information. The DPA found violations of Articles 5(1)(a) and (f) for failing to verify the requester's identity and Article 33 for delayed breach notification. The company argued it was deceived by sophisticated fraud but was found negligent in its verification procedures.,"The DPA systematically discussed Article 83(2) factors. Aggravating factors included the significant nature of violations affecting general principles and negligent conduct. Mitigating factors included immediate investigation initiation, cooperation with authorities, absence of precedents, and implementation of corrective measures. The financial situation was considered but not detailed.",5;33
Italy_316,IT,THE GUARANTOR FOR THE PROTECTION OF PERSONAL DATA,NO,2024,5,1,InfoCert S.p.A.,PRIVATE,LARGE,NOT_APPLICABLE,CONTROLLER,TELECOM,NOT_APPLICABLE,PROBLEMATIC_THIRD_PARTY_SHARING_STATED,NO,NOT_DISCUSSED,YES,YES,YES,NOT_DISCUSSED,BREACHED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,BREACHED,BREACHED,BREACHED,YES,NOT_DISCUSSED,NOT_DISCUSSED,VALID,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,Controller claimed contract basis; DPA found it insufficient for some processing; Reasoning focused on inadequate security measures and documentation,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,YES,0,EUR,NO,NOT_DISCUSSED,NOT_DISCUSSED,AGGRAVATING,NOT_DISCUSSED,MITIGATING,AGGRAVATING,NOT_DISCUSSED,MITIGATING,AGGRAVATING,NOT_DISCUSSED,NOT_DISCUSSED,NOT_DISCUSSED,MITIGATING,NO,NOT_DISCUSSED,NO,NOT_APPLICABLE,Guidelines 07/2020 on the concepts of data controller and data processor under the GDPR;Guidelines on the notification of personal data breaches under Regulation (EU) 2016/679;Guidelines 9/2022 on personal data breach notification under GDPR;Guidelines 4/2019 on Article 25 Data protection by design and by default,"InfoCert S.p.A., a PEC service provider, was found to violate multiple GDPR provisions following a 2019 cyberattack. The DPA identified failures in security measures, breach documentation, processor contracts, and impact assessments. The company processed personal data without adequate technical/organizational measures despite managing millions of PEC mailboxes containing sensitive data.","The DPA discussed Article 83(2) factors with nature/gravity as aggravating, actions to mitigate damage as mitigating, technical measures as aggravating, cooperation as mitigating, and categories of data as aggravating. Other factors were not systematically addressed in the decision.",5;12;25;28;30;32;33;34;35
